term,votes,chosen,confidence,margin
conceit,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.communication"", ""noun.feeling""], ""mapped_categories"": [""Abstract"", ""Emotions"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
conceivable,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
conceive,"{""wordnet_lexnames"": [""verb.body"", ""verb.cognition"", ""verb.creation""], ""mapped_categories"": [""Activities"", ""Food"", ""Health""], ""vote_detail"": null}",Food,,
conception,"{""wordnet_lexnames"": [""noun.act"", ""noun.cognition"", ""noun.event""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar""], ""vote_detail"": null}",Grammar,,
concession,"{""wordnet_lexnames"": [""noun.communication""], ""mapped_categories"": [""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
concrete,"{""wordnet_lexnames"": [""adj.all"", ""noun.substance"", ""verb.change"", ""verb.contact""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar""], ""vote_detail"": null}",Grammar,,
condemn,"{""wordnet_lexnames"": [""verb.communication"", ""verb.perception"", ""verb.possession"", ""verb.social""], ""mapped_categories"": [""Activities"", ""Professional""], ""vote_detail"": null}",Professional,,
conductor,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.person"", ""noun.substance""], ""mapped_categories"": [""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
cone,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.body"", ""noun.plant"", ""noun.shape"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Health"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
confession,"{""wordnet_lexnames"": [""noun.act"", ""noun.communication""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
confidently,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
confine,"{""wordnet_lexnames"": [""verb.change"", ""verb.contact"", ""verb.social"", ""verb.stative""], ""mapped_categories"": [""Activities"", ""Professional""], ""vote_detail"": null}",Professional,,
conjunction,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.attribute"", ""noun.communication"", ""noun.event"", ""noun.relation"", ""noun.state""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Grammar"", ""Health"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
conscience,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.feeling"", ""noun.motive""], ""mapped_categories"": [""Abstract"", ""Emotions""], ""vote_detail"": null}",Emotions,,
consciousness,"{""wordnet_lexnames"": [""noun.cognition""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
consensus,"{""wordnet_lexnames"": [""noun.state""], ""mapped_categories"": [""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
consent,"{""wordnet_lexnames"": [""noun.communication"", ""verb.communication""], ""mapped_categories"": [""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
considerably,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
consistent,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
consistently,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
consolation,"{""wordnet_lexnames"": [""noun.act"", ""noun.feeling""], ""mapped_categories"": [""Activities"", ""Emotions""], ""vote_detail"": null}",Emotions,,
console,"{""wordnet_lexnames"": [""noun.artifact"", ""verb.emotion""], ""mapped_categories"": [""Emotions"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
conspiracy,"{""wordnet_lexnames"": [""noun.cognition"", ""noun.communication"", ""noun.group""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
constant,"{""wordnet_lexnames"": [""adj.all"", ""noun.cognition"", ""noun.quantity""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Time & Quantity""], ""vote_detail"": null}",Time & Quantity,,
consultant,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
contemporary,"{""wordnet_lexnames"": [""adj.all"", ""noun.person""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
contempt,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute"", ""noun.communication"", ""noun.feeling""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
contract,"{""wordnet_lexnames"": [""noun.act"", ""noun.communication"", ""verb.body"", ""verb.change"", ""verb.communication"", ""verb.contact"", ""verb.social""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
contradiction,"{""wordnet_lexnames"": [""noun.communication"", ""noun.relation""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
contradictory,"{""wordnet_lexnames"": [""adj.all"", ""noun.relation""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
controversy,"{""wordnet_lexnames"": [""noun.communication""], ""mapped_categories"": [""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
conveniently,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
convention,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute"", ""noun.cognition"", ""noun.communication"", ""noun.group""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
conventional,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
converse,"{""wordnet_lexnames"": [""adj.all"", ""noun.communication"", ""verb.communication""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
conversely,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
conversion,"{""wordnet_lexnames"": [""noun.act"", ""noun.cognition"", ""noun.communication"", ""noun.event"", ""noun.process""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
convert,"{""wordnet_lexnames"": [""noun.person"", ""verb.change"", ""verb.communication"", ""verb.competition""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
convinced,"{""wordnet_lexnames"": [""adj.all"", ""verb.communication""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
convincing,"{""wordnet_lexnames"": [""adj.all"", ""verb.communication""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
cooperate,"{""wordnet_lexnames"": [""verb.social""], ""mapped_categories"": [""Activities"", ""Professional""], ""vote_detail"": null}",Professional,,
cooperative,"{""wordnet_lexnames"": [""adj.all"", ""noun.act"", ""noun.group""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Professional""], ""vote_detail"": null}",Grammar,,
cope,"{""wordnet_lexnames"": [""noun.artifact"", ""verb.social""], ""mapped_categories"": [""Activities"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
copper,"{""wordnet_lexnames"": [""noun.animal"", ""noun.attribute"", ""noun.person"", ""noun.possession"", ""noun.substance"", ""verb.contact""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social""], ""vote_detail"": null}",Social,,
coral,"{""wordnet_lexnames"": [""adj.all"", ""noun.animal"", ""noun.attribute"", ""noun.food"", ""noun.substance""], ""mapped_categories"": [""Abstract"", ""Food"", ""Grammar"", ""Home""], ""vote_detail"": null}",Food,,
core,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.cognition"", ""noun.communication"", ""noun.group"", ""noun.location"", ""noun.object"", ""verb.contact""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
cornerstone,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.cognition""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Grammar,,
cornet,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
corona,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.body"", ""noun.phenomenon"", ""noun.plant""], ""mapped_categories"": [""Abstract"", ""Health"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
corporal,"{""wordnet_lexnames"": [""adj.all"", ""noun.person""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
corporate,"{""wordnet_lexnames"": [""adj.all"", ""adj.pert""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
corporation,"{""wordnet_lexnames"": [""noun.body"", ""noun.group""], ""mapped_categories"": [""Health"", ""Professional""], ""vote_detail"": null}",Professional,,
correspondence,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.communication"", ""noun.relation""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
correspondent,"{""wordnet_lexnames"": [""adj.all"", ""noun.person""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
corresponding,"{""wordnet_lexnames"": [""adj.all"", ""verb.communication"", ""verb.stative""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
corridor,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
corrupt,"{""wordnet_lexnames"": [""adj.all"", ""verb.change"", ""verb.contact"", ""verb.possession"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Professional""], ""vote_detail"": null}",Grammar,,
corruption,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute"", ""noun.process"", ""noun.state""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
costly,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
counter,"{""wordnet_lexnames"": [""adj.all"", ""adv.all"", ""noun.act"", ""noun.artifact"", ""noun.communication"", ""noun.person"", ""verb.communication"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
countryman,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
countrywide,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
courtesy,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute"", ""noun.communication""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
coverage,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.communication"", ""noun.possession""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Shopping"", ""Social""], ""vote_detail"": null}",Social,,
coward,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
cowardly,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
cowboy,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
coziness,"{""wordnet_lexnames"": [""noun.state""], ""mapped_categories"": [""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
cozy,"{""wordnet_lexnames"": [""adj.all"", ""noun.artifact""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Grammar,,
crab,"{""wordnet_lexnames"": [""noun.act"", ""noun.animal"", ""noun.food"", ""noun.location"", ""noun.person"", ""verb.communication"", ""verb.competition"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Food"", ""Health"", ""Home"", ""Professional"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
crack,"{""wordnet_lexnames"": [""adj.all"", ""noun.act"", ""noun.artifact"", ""noun.attribute"", ""noun.communication"", ""noun.event"", ""noun.object"", ""noun.shape"", ""noun.state"", ""verb.change"", ""verb.communication"", ""verb.contact"", ""verb.emotion"", ""verb.perception"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
craftsman,"{""wordnet_lexnames"": [""noun.person""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
crawl,"{""wordnet_lexnames"": [""noun.act"", ""verb.motion"", ""verb.stative""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
crease,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.shape"", ""verb.change"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
creation,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.event"", ""noun.object""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
creatively,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
creek,"{""wordnet_lexnames"": [""noun.object"", ""noun.person""], ""mapped_categories"": [""Health"", ""Home"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
creepy,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
cripple,"{""wordnet_lexnames"": [""noun.person"", ""verb.body"", ""verb.change""], ""mapped_categories"": [""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
criterion,"{""wordnet_lexnames"": [""noun.cognition"", ""noun.communication""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
critically,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
criticism,"{""wordnet_lexnames"": [""noun.cognition"", ""noun.communication""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
crossly,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
crucial,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
cruelly,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
cruelty,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute"", ""noun.feeling""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions""], ""vote_detail"": null}",Emotions,,
cube,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.plant"", ""noun.quantity"", ""noun.shape"", ""verb.cognition"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Time & Quantity,,
cue,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.cognition"", ""noun.communication"", ""verb.communication""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
cuff,"{""wordnet_lexnames"": [""noun.artifact"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
culmination,"{""wordnet_lexnames"": [""noun.act"", ""noun.communication"", ""noun.location"", ""noun.time""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Home"", ""Professional"", ""Social"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Social,,
