English_Term,Translation,English_Sentence,Sentence_Translation,IPA,CEFR_Level,Tags,Notes
soaked,,,,,b2,,
soaking,,,,,b2,,
soar,,,,,b2,,
sob,,,,,b2,,
sociable,,,,,b2,,
socialize,,,,,b2,,
softness,,,,,b2,,
solar,,,,,b2,,
solidity,,,,,b2,,
soliloquy,,,,,b2,,
solo,,,,,b2,,
solvent,,,,,b2,,
somewhat,,,,,b2,,
son-in-law,,,,,b2,,
sonnet,,,,,b2,,
sophisticated,,,,,b2,,
soundtrack,,,,,b2,,
southward,,,,,b2,,
soybean,,,,,b2,,
spa,,,,,b2,,
span,,,,,b2,,
spare,,,,,b2,,
sparerib,,,,,b2,,
spark,,,,,b2,,
sparkling,,,,,b2,,
sparrow,,,,,b2,,
specialise,,,,,b2,,
specialty,,,,,b2,,
species,,,,,b2,,
specify,,,,,b2,,
spectacle,,,,,b2,,
speculate,,,,,b2,,
speculation,,,,,b2,,
speeder,,,,,b2,,
spellbound,,,,,b2,,
spin,,,,,b2,,
spite,,,,,b2,,
splatter,,,,,b2,,
spokesman,,,,,b2,,
spokesperson,,,,,b2,,
spokeswoman,,,,,b2,,
sponsorship,,,,,b2,,
spray,,,,,b2,,
spreadsheet,,,,,b2,,
sprint,,,,,b2,,
spur,,,,,b2,,
squad,,,,,b2,,
squash,,,,,b2,,
squeeze,,,,,b2,,
stab,,,,,b2,,
stability,,,,,b2,,
stack,,,,,b2,,
stagger,,,,,b2,,
stain,,,,,b2,,
stake,,,,,b2,,
stammer,,,,,b2,,
stance,,,,,b2,,
standby,,,,,b2,,
standstill,,,,,b2,,
stanza,,,,,b2,,
startle,,,,,b2,,
starvation,,,,,b2,,
starve,,,,,b2,,
starving,,,,,b2,,
statesman,,,,,b2,,
statewide,,,,,b2,,
statistics,,,,,b2,,
steely,,,,,b2,,
steer,,,,,b2,,
steering,,,,,b2,,
stepfather,,,,,b2,,
stepmother,,,,,b2,,
stereotype,,,,,b2,,
stern,,,,,b2,,
stew,,,,,b2,,
stiff,,,,,b2,,
stimulant,,,,,b2,,
stimulate,,,,,b2,,
stimulation,,,,,b2,,
stingy,,,,,b2,,
stink,,,,,b2,,
stitch,,,,,b2,,
stock,,,,,b2,,
stock,,,,,b2,,
stockpile,,,,,b2,,
stonework,,,,,b2,,
stool,,,,,b2,,
stopover,,,,,b2,,
stopwatch,,,,,b2,,
straighten,,,,,b2,,
straightforward,,,,,b2,,
strait,,,,,b2,,
strand,,,,,b2,,
strangle,,,,,b2,,
strictly,,,,,b2,,
stride,,,,,b2,,
striking,,,,,b2,,
strive,,,,,b2,,
stroke,,,,,b2,,
stubbornly,,,,,b2,,
stylist,,,,,b2,,
subcontinent,,,,,b2,,
subculture,,,,,b2,,
subdivision,,,,,b2,,
subjunctive,,,,,b2,,
submit,,,,,b2,,
subplot,,,,,b2,,
subsequent,,,,,b2,,
subsequently,,,,,b2,,
subside,,,,,b2,,
subtitle,,,,,b2,,
subtle,,,,,b2,,
subtract,,,,,b2,,
suburb,,,,,b2,,
successive,,,,,b2,,
suck,,,,,b2,,
sue,,,,,b2,,
suffering,,,,,b2,,
sufficiently,,,,,b2,,
suitably,,,,,b2,,
sulfur,,,,,b2,,
sunbeam,,,,,b2,,
superb,,,,,b2,,
superintendent,,,,,b2,,
supernatural,,,,,b2,,
supervise,,,,,b2,,
supervision,,,,,b2,,
supervisor,,,,,b2,,
supplement,,,,,b2,,
supplier,,,,,b2,,
suppress,,,,,b2,,
surge,,,,,b2,,
surrender,,,,,b2,,
surroundings,,,,,b2,,
surveillance,,,,,b2,,
suspend,,,,,b2,,
suspicious,,,,,b2,,
suspiciously,,,,,b2,,
sustain,,,,,b2,,
sustainable,,,,,b2,,
swan,,,,,b2,,
sweep,,,,,b2,,
swift,,,,,b2,,
swing,,,,,b2,,
syllable,,,,,b2,,
symbolic,,,,,b2,,
sympathetic,,,,,b2,,
sympathize,,,,,b2,,
synonym,,,,,b2,,
tablecloth,,,,,b2,,
tabloid,,,,,b2,,
tack,,,,,b2,,
tackle,,,,,b2,,
tactile,,,,,b2,,
tag,,,,,b2,,
tame,,,,,b2,,
tan,,,,,b2,,
tanned,,,,,b2,,
tatter,,,,,b2,,
tattoo,,,,,b2,,
taunt,,,,,b2,,
teaspoon,,,,,b2,,
technically,,,,,b2,,
telescope,,,,,b2,,
temperate,,,,,b2,,
temporarily,,,,,b2,,
temptation,,,,,b2,,
tender,,,,,b2,,
tenderly,,,,,b2,,
tenderness,,,,,b2,,
terms,,,,,b2,,
terrace,,,,,b2,,
terrifying,,,,,b2,,
territory,,,,,b2,,
testify,,,,,b2,,
testimony,,,,,b2,,
testing,,,,,b2,,
theorist,,,,,b2,,
therapist,,,,,b2,,
therapy,,,,,b2,,
thereafter,,,,,b2,,
thermometer,,,,,b2,,
thesis,,,,,b2,,
thickly,,,,,b2,,
thickness,,,,,b2,,
thigh,,,,,b2,,
thinker,,,,,b2,,
third,,,,,b2,,
thirdly,,,,,b2,,
thoroughly,,,,,b2,,
thoughtful,,,,,b2,,
thoughtless,,,,,b2,,
thread,,,,,b2,,
threaten,,,,,b2,,
thrill,,,,,b2,,
thrilled,,,,,b2,,
thrilling,,,,,b2,,
tickle,,,,,b2,,
tightrope,,,,,b2,,
timeless,,,,,b2,,
timeliness,,,,,b2,,
times,,,,,b2,,
timing,,,,,b2,,
tiptoe,,,,,b2,,
tiredness,,,,,b2,,
tiresome,,,,,b2,,
toenail,,,,,b2,,
toil,,,,,b2,,
tolerant,,,,,b2,,
tolerate,,,,,b2,,
toll,,,,,b2,,
tomb,,,,,b2,,
ton,,,,,b2,,
torch,,,,,b2,,
tortoiseshell,,,,,b2,,
torture,,,,,b2,,
tough,,,,,b2,,
toxic,,,,,b2,,
trader,,,,,b2,,
trading,,,,,b2,,
trailer,,,,,b2,,
trainee,,,,,b2,,
trait,,,,,b2,,
traitor,,,,,b2,,
tramp,,,,,b2,,
trample,,,,,b2,,
transcript,,,,,b2,,
transfusion,,,,,b2,,
transient,,,,,b2,,
transistor,,,,,b2,,
transition,,,,,b2,,
transitive,,,,,b2,,
translator,,,,,b2,,
transmission,,,,,b2,,
transmit,,,,,b2,,
transparent,,,,,b2,,
traverse,,,,,b2,,
tray,,,,,b2,,
tread,,,,,b2,,
treaty,,,,,b2,,
trek,,,,,b2,,
tremendously,,,,,b2,,
tremor,,,,,b2,,
trial,,,,,b2,,
triangle,,,,,b2,,
tribe,,,,,b2,,
tricky,,,,,b2,,
trillion,,,,,b2,,
trio,,,,,b2,,
trivial,,,,,b2,,
trolley,,,,,b2,,
troop,,,,,b2,,
trophy,,,,,b2,,
tropic,,,,,b2,,
troublesome,,,,,b2,,
trunk,,,,,b2,,
trusty,,,,,b2,,
truthful,,,,,b2,,
truthfulness,,,,,b2,,
tsunami,,,,,b2,,
tub,,,,,b2,,
tuberculosis,,,,,b2,,
tug,,,,,b2,,
tuition,,,,,b2,,
tulip,,,,,b2,,
tumor,,,,,b2,,
tunnel,,,,,b2,,
turbulent,,,,,b2,,
tutor,,,,,b2,,
twinkle,,,,,b2,,
twisted,,,,,b2,,
typhoid,,,,,b2,,
tyranny,,,,,b2,,
tyrant,,,,,b2,,
ultimate,,,,,b2,,
ultimately,,,,,b2,,
unacceptable,,,,,b2,,
unashamedly,,,,,b2,,
unattractive,,,,,b2,,
unauthorized,,,,,b2,,
unavailable,,,,,b2,,
unaware,,,,,b2,,
unbearable,,,,,b2,,
unbeatable,,,,,b2,,
unchanged,,,,,b2,,
uncharacteristic,,,,,b2,,
unclearly,,,,,b2,,
uncomfortably,,,,,b2,,
uncommon,,,,,b2,,
unconcerned,,,,,b2,,
unconscious,,,,,b2,,
underestimate,,,,,b2,,
undergraduate,,,,,b2,,
undersea,,,,,b2,,
understandable,,,,,b2,,
undertake,,,,,b2,,
undoubtedly,,,,,b2,,
undreamed,,,,,b2,,
undressed,,,,,b2,,
unease,,,,,b2,,
uneasily,,,,,b2,,
unenthusiastic,,,,,b2,,
uneven,,,,,b2,,
unfamiliar,,,,,b2,,
unfashionable,,,,,b2,,
unforeseen,,,,,b2,,
ungodly,,,,,b2,,
unhappiness,,,,,b2,,
unhelpful,,,,,b2,,
unimaginable,,,,,b2,,
unimaginably,,,,,b2,,
unity,,,,,b2,,
universal,,,,,b2,,
unjustly,,,,,b2,,
unkind,,,,,b2,,
unlimited,,,,,b2,,
unload,,,,,b2,,
unlock,,,,,b2,,
unmistakable,,,,,b2,,
unmistakably,,,,,b2,,
unnatural,,,,,b2,,
unofficial,,,,,b2,,
unpopular,,,,,b2,,
unrealistic,,,,,b2,,
unreasonable,,,,,b2,,
unreliable,,,,,b2,,
unrest,,,,,b2,,
unsafe,,,,,b2,,
unsatisfactory,,,,,b2,,
unselfish,,,,,b2,,
unstoppable,,,,,b2,,
unsuccessful,,,,,b2,,
unsuitable,,,,,b2,,
unsure,,,,,b2,,
untalented,,,,,b2,,
unthinkably,,,,,b2,,
untie,,,,,b2,,
unto,,,,,b2,,
untreated,,,,,b2,,
untrimmed,,,,,b2,,
unusualness,,,,,b2,,
unwilling,,,,,b2,,
unwise,,,,,b2,,
unworldly,,,,,b2,,
upbringing,,,,,b2,,
upgrade,,,,,b2,,
upright,,,,,b2,,
upside,,,,,b2,,
upwards,,,,,b2,,
urban,,,,,b2,,
urgently,,,,,b2,,
usher,,,,,b2,,
utility,,,,,b2,,
utilize,,,,,b2,,
utter,,,,,b2,,
utterly,,,,,b2,,
vacant,,,,,b2,,
vaccine,,,,,b2,,
valentine,,,,,b2,,
valid,,,,,b2,,
vanish,,,,,b2,,
vanity,,,,,b2,,
variation,,,,,b2,,
varied,,,,,b2,,
venture,,,,,b2,,
venue,,,,,b2,,
verbal,,,,,b2,,
verbally,,,,,b2,,
verse,,,,,b2,,
versus,,,,,b2,,
vertical,,,,,b2,,
veteran,,,,,b2,,
vibrate,,,,,b2,,
vibration,,,,,b2,,
vigor,,,,,b2,,
vigorous,,,,,b2,,
vigorously,,,,,b2,,
villa,,,,,b2,,
villager,,,,,b2,,
vinegar,,,,,b2,,
violate,,,,,b2,,
virtual,,,,,b2,,
virtually,,,,,b2,,
virtue,,,,,b2,,
visibly,,,,,b2,,
vital,,,,,b2,,
vitamin,,,,,b2,,
vocalist,,,,,b2,,
voluntary,,,,,b2,,
vomit,,,,,b2,,
voter,,,,,b2,,
voting,,,,,b2,,
vow,,,,,b2,,
wage,,,,,b2,,
waist,,,,,b2,,
waistcoat,,,,,b2,,
walkabout,,,,,b2,,
walker,,,,,b2,,
wallboard,,,,,b2,,
walnut,,,,,b2,,
warming,,,,,b2,,
warship,,,,,b2,,
wartime,,,,,b2,,
wasp,,,,,b2,,
waterproof,,,,,b2,,
weaken,,,,,b2,,
weakly,,,,,b2,,
wealthy,,,,,b2,,
wearisome,,,,,b2,,
weary,,,,,b2,,
weave,,,,,b2,,
wed,,,,,b2,,
weed,,,,,b2,,
welfare,,,,,b2,,
well-balanced,,,,,b2,,
well-built,,,,,b2,,
well-organized,,,,,b2,,
well-paid,,,,,b2,,
wheat,,,,,b2,,
whereas,,,,,b2,,
whip,,,,,b2,,
whiskey,,,,,b2,,
widen,,,,,b2,,
widow,,,,,b2,,
width,,,,,b2,,
wilderness,,,,,b2,,
willing,,,,,b2,,
willingly,,,,,b2,,
winding,,,,,b2,,
windshield,,,,,b2,,
wink,,,,,b2,,
wipe,,,,,b2,,
wit,,,,,b2,,
withdraw,,,,,b2,,
withdrawal,,,,,b2,,
witty,,,,,b2,,
wolf,,,,,b2,,
wondrous,,,,,b2,,
woodcarving,,,,,b2,,
wordlessly,,,,,b2,,
workaholic,,,,,b2,,
workbench,,,,,b2,,
workforce,,,,,b2,,
workman,,,,,b2,,
worktable,,,,,b2,,
worldly,,,,,b2,,
worldview,,,,,b2,,
worm,,,,,b2,,
wornout,,,,,b2,,
worrying,,,,,b2,,
worsen,,,,,b2,,
worship,,,,,b2,,
worthless,,,,,b2,,
wreck,,,,,b2,,
wrongly,,,,,b2,,
yacht,,,,,b2,,
yawn,,,,,b2,,
yearn,,,,,b2,,
yield,,,,,b2,,
youthful,,,,,b2,,
yummy,,,,,b2,,
zebra,,,,,b2,,
zip,,,,,b2,,
zoom,,,,,b2,,
abortion,,,,,c1,,
abound,,,,,c1,,
abstraction,,,,,c1,,
accelerate,,,,,c1,,
accomplishment,,,,,c1,,
accountability,,,,,c1,,
accountable,,,,,c1,,
accumulation,,,,,c1,,
accused,,,,,c1,,
accustomed,,,,,c1,,
acidic,,,,,c1,,
acoustic,,,,,c1,,
acoustically,,,,,c1,,
acoustics,,,,,c1,,
activation,,,,,c1,,
activist,,,,,c1,,
acutely,,,,,c1,,
adaptation,,,,,c1,,
adhere,,,,,c1,,
adjacent,,,,,c1,,
adjoin,,,,,c1,,
adjoining,,,,,c1,,
adjustable,,,,,c1,,
administer,,,,,c1,,
administrator,,,,,c1,,
adolescent,,,,,c1,,
adrenaline,,,,,c1,,
advantageous,,,,,c1,,
adversary,,,,,c1,,
advisory,,,,,c1,,
advocate,,,,,c1,,
aesthetic,,,,,c1,,
aesthetically,,,,,c1,,
aftermath,,,,,c1,,
aggression,,,,,c1,,
agonize,,,,,c1,,
agreeable,,,,,c1,,
aide,,,,,c1,,
aimless,,,,,c1,,
aimlessly,,,,,c1,,
alienate,,,,,c1,,
align,,,,,c1,,
alignment,,,,,c1,,
allege,,,,,c1,,
allegedly,,,,,c1,,
alleviate,,,,,c1,,
allocate,,,,,c1,,
allocation,,,,,c1,,
altruism,,,,,c1,,
altruistic,,,,,c1,,
aluminium,,,,,c1,,
amateur,,,,,c1,,
amend,,,,,c1,,
amendment,,,,,c1,,
amid,,,,,c1,,
amplification,,,,,c1,,
amply,,,,,c1,,
anchored,,,,,c1,,
animatedly,,,,,c1,,
anthropologist,,,,,c1,,
anthropology,,,,,c1,,
anticlimactic,,,,,c1,,
antics,,,,,c1,,
antiquated,,,,,c1,,
antiquity,,,,,c1,,
appall,,,,,c1,,
appalling,,,,,c1,,
appallingly,,,,,c1,,
apparatus,,,,,c1,,
apparel,,,,,c1,,
appealing,,,,,c1,,
appliance,,,,,c1,,
applicable,,,,,c1,,
apprehensive,,,,,c1,,
apprentice,,,,,c1,,
apprenticeship,,,,,c1,,
apt,,,,,c1,,
apt,,,,,c1,,
aqua,,,,,c1,,
aquarium,,,,,c1,,
arbitrary,,,,,c1,,
architectural,,,,,c1,,
archive,,,,,c1,,
arm,,,,,c1,,
array,,,,,c1,,
artistically,,,,,c1,,
assassination,,,,,c1,,
assertion,,,,,c1,,
astray,,,,,c1,,
asylum,,,,,c1,,
atmospheric,,,,,c1,,
atrocity,,,,,c1,,
auction,,,,,c1,,
authentic,,,,,c1,,
authorise,,,,,c1,,
auto,,,,,c1,,
autonomy,,,,,c1,,
avid,,,,,c1,,
backdrop,,,,,c1,,
backing,,,,,c1,,
bail,,,,,c1,,
baldly,,,,,c1,,
banner,,,,,c1,,
bass,,,,,c1,,
batter,,,,,c1,,
battered,,,,,c1,,
bearded,,,,,c1,,
beforehand,,,,,c1,,
beguiling,,,,,c1,,
beguilingly,,,,,c1,,
behavioural,,,,,c1,,
believably,,,,,c1,,
benchmark,,,,,c1,,
beneficiary,,,,,c1,,
benign,,,,,c1,,
benignly,,,,,c1,,
bequeath,,,,,c1,,
beverage,,,,,c1,,
billiards,,,,,c1,,
blankness,,,,,c1,,
bliss,,,,,c1,,
blister,,,,,c1,,
blithely,,,,,c1,,
blockbuster,,,,,c1,,
boundary,,,,,c1,,
bouquet,,,,,c1,,
brainwash,,,,,c1,,
brainwashing,,,,,c1,,
breach,,,,,c1,,
bribe,,,,,c1,,
bribery,,,,,c1,,
brutal,,,,,c1,,
bubbly,,,,,c1,,
buffer,,,,,c1,,
buffoon,,,,,c1,,
bulk,,,,,c1,,
bulk,,,,,c1,,
bulky,,,,,c1,,
bureaucratic,,,,,c1,,
bureaucratically,,,,,c1,,
buzzer,,,,,c1,,
bypass,,,,,c1,,
calorie,,,,,c1,,
candid,,,,,c1,,
candidly,,,,,c1,,
canoe,,,,,c1,,
canvas,,,,,c1,,
capitalism,,,,,c1,,
capitalist,,,,,c1,,
cargo,,,,,c1,,
carpenter,,,,,c1,,
carpentry,,,,,c1,,
carrier,,,,,c1,,
casino,,,,,c1,,
casualty,,,,,c1,,
catalogue,,,,,c1,,
cater,,,,,c1,,
cavity,,,,,c1,,
ceaseless,,,,,c1,,
ceaselessly,,,,,c1,,
cessation,,,,,c1,,
chamber,,,,,c1,,
chaotically,,,,,c1,,
characterise,,,,,c1,,
characterization,,,,,c1,,
charter,,,,,c1,,
chauffer,,,,,c1,,
chill,,,,,c1,,
chilly,,,,,c1,,
chisel,,,,,c1,,
chiselled,,,,,c1,,
chronic,,,,,c1,,
churn,,,,,c1,,
circulate,,,,,c1,,
circulation,,,,,c1,,
citation,,,,,c1,,
civic,,,,,c1,,
civilian,,,,,c1,,
clammy,,,,,c1,,
clan,,,,,c1,,
clarity,,,,,c1,,
clash,,,,,c1,,
classy,,,,,c1,,
claustrophobia,,,,,c1,,
claustrophobic,,,,,c1,,
cleanly,,,,,c1,,
clench,,,,,c1,,
cleverness,,,,,c1,,
climactic,,,,,c1,,
climax,,,,,c1,,
cling,,,,,c1,,
clinical,,,,,c1,,
cloak,,,,,c1,,
closeness,,,,,c1,,
cluster,,,,,c1,,
clutch,,,,,c1,,
clutter,,,,,c1,,
cognitive,,,,,c1,,
collaborate,,,,,c1,,
collaboration,,,,,c1,,
collaborative,,,,,c1,,
collaborator,,,,,c1,,
collective,,,,,c1,,
collision,,,,,c1,,
combat,,,,,c1,,
commence,,,,,c1,,
commend,,,,,c1,,
commendation,,,,,c1,,
commentary,,,,,c1,,
commentator,,,,,c1,,
commercially,,,,,c1,,
commissioner,,,,,c1,,
commodity,,,,,c1,,
communist,,,,,c1,,
comparable,,,,,c1,,
compel,,,,,c1,,
compelling,,,,,c1,,
complementary,,,,,c1,,
compliance,,,,,c1,,
compliant,,,,,c1,,
compliantly,,,,,c1,,
complication,,,,,c1,,
complimentary,,,,,c1,,
comply,,,,,c1,,
compromised,,,,,c1,,
compulsion,,,,,c1,,
con,,,,,c1,,
concerto,,,,,c1,,
concur,,,,,c1,,
conditional,,,,,c1,,
conditionally,,,,,c1,,
confer,,,,,c1,,
confide,,,,,c1,,
configuration,,,,,c1,,
confinement,,,,,c1,,
conform,,,,,c1,,
conformity,,,,,c1,,
confrontation,,,,,c1,,
congregate,,,,,c1,,
congregation,,,,,c1,,
congressional,,,,,c1,,
conjure,,,,,c1,,
connoisseur,,,,,c1,,
conscientious,,,,,c1,,
conscientiously,,,,,c1,,
consecutive,,,,,c1,,
conservatory,,,,,c1,,
conserve,,,,,c1,,
consistency,,,,,c1,,
consolidate,,,,,c1,,
constitutional,,,,,c1,,
constraint,,,,,c1,,
consultancy,,,,,c1,,
consultation,,,,,c1,,
contemplate,,,,,c1,,
contend,,,,,c1,,
contender,,,,,c1,,
contention,,,,,c1,,
contested,,,,,c1,,
contextual,,,,,c1,,
contextually,,,,,c1,,
continuity,,,,,c1,,
contractor,,,,,c1,,
contributor,,,,,c1,,
convict,,,,,c1,,
conviction,,,,,c1,,
convoluted,,,,,c1,,
coordinate,,,,,c1,,
coordination,,,,,c1,,
coordinator,,,,,c1,,
corps,,,,,c1,,
correlate,,,,,c1,,
correlation,,,,,c1,,
cost-effective,,,,,c1,,
councillor,,,,,c1,,
counselling,,,,,c1,,
counsellor,,,,,c1,,
counter,,,,,c1,,
counterpart,,,,,c1,,
coup,,,,,c1,,
coupled,,,,,c1,,
crave,,,,,c1,,
craving,,,,,c1,,
creamy,,,,,c1,,
credential,,,,,c1,,
credibility,,,,,c1,,
credible,,,,,c1,,
credibly,,,,,c1,,
creep,,,,,c1,,
criteria,,,,,c1,,
critique,,,,,c1,,
crude,,,,,c1,,
crudely,,,,,c1,,
crumb,,,,,c1,,
crumble,,,,,c1,,
crystal,,,,,c1,,
cult,,,,,c1,,
custody,,,,,c1,,
customary,,,,,c1,,
cutting,,,,,c1,,
cynic,,,,,c1,,
cynical,,,,,c1,,
cynically,,,,,c1,,
cynicism,,,,,c1,,
damaging,,,,,c1,,
damply,,,,,c1,,
darkroom,,,,,c1,,
daunt,,,,,c1,,
daunting,,,,,c1,,
daydream,,,,,c1,,
debut,,,,,c1,,
deceit,,,,,c1,,
decision-making,,,,,c1,,
dedicated,,,,,c1,,
default,,,,,c1,,
defect,,,,,c1,,
defensive,,,,,c1,,
degradation,,,,,c1,,
degrade,,,,,c1,,
degrading,,,,,c1,,
delegation,,,,,c1,,
demise,,,,,c1,,
demo,,,,,c1,,
demographic,,,,,c1,,
demographically,,,,,c1,,
demography,,,,,c1,,
demolition,,,,,c1,,
demon,,,,,c1,,
denial,,,,,c1,,
denounce,,,,,c1,,
density,,,,,c1,,
dependence,,,,,c1,,
depict,,,,,c1,,
depiction,,,,,c1,,
deploy,,,,,c1,,
deployment,,,,,c1,,
deprivation,,,,,c1,,
descent,,,,,c1,,
desertion,,,,,c1,,
designate,,,,,c1,,
detain,,,,,c1,,
detection,,,,,c1,,
detention,,,,,c1,,
deteriorate,,,,,c1,,
detest,,,,,c1,,
detestable,,,,,c1,,
detriment,,,,,c1,,
detrimental,,,,,c1,,
detrimentally,,,,,c1,,
detritus,,,,,c1,,
devise,,,,,c1,,
devotee,,,,,c1,,
diagnose,,,,,c1,,
diagnosis,,,,,c1,,
dictate,,,,,c1,,
differentiate,,,,,c1,,
digitalization,,,,,c1,,
digitalize,,,,,c1,,
diminish,,,,,c1,,
diplomatic,,,,,c1,,
directory,,,,,c1,,
discard,,,,,c1,,
disclose,,,,,c1,,
disclosure,,,,,c1,,
discourse,,,,,c1,,
discretion,,,,,c1,,
disdain,,,,,c1,,
disillusionment,,,,,c1,,
dislodge,,,,,c1,,
dismal,,,,,c1,,
dismally,,,,,c1,,
dismay,,,,,c1,,
dismissal,,,,,c1,,
dispensary,,,,,c1,,
dispense,,,,,c1,,
dispose,,,,,c1,,
disquieting,,,,,c1,,
disruption,,,,,c1,,
dissect,,,,,c1,,
dissection,,,,,c1,,
distinctive,,,,,c1,,
distort,,,,,c1,,
distress,,,,,c1,,
disturbing,,,,,c1,,
dither,,,,,c1,,
diverge,,,,,c1,,
divergence,,,,,c1,,
divergent,,,,,c1,,
docile,,,,,c1,,
docilely,,,,,c1,,
doctrine,,,,,c1,,
documentation,,,,,c1,,
domain,,,,,c1,,
domestically,,,,,c1,,
domesticate,,,,,c1,,
domestication,,,,,c1,,
dominance,,,,,c1,,
dominantly,,,,,c1,,
domination,,,,,c1,,
donor,,,,,c1,,
dramatist,,,,,c1,,
drawback,,,,,c1,,
drift,,,,,c1,,
dual,,,,,c1,,
dub,,,,,c1,,
duo,,,,,c1,,
durable,,,,,c1,,
dutiful,,,,,c1,,
dutifully,,,,,c1,,
dynamically,,,,,c1,,
eccentric,,,,,c1,,
eccentrically,,,,,c1,,
echo,,,,,c1,,
eclectic,,,,,c1,,
eclectically,,,,,c1,,
ecstatically,,,,,c1,,
effortless,,,,,c1,,
ego,,,,,c1,,
elaborate,,,,,c1,,
elaboration,,,,,c1,,
elastic,,,,,c1,,
electoral,,,,,c1,,
elevate,,,,,c1,,
elevation,,,,,c1,,
elitist,,,,,c1,,
elongate,,,,,c1,,
elude,,,,,c1,,
elusive,,,,,c1,,
embark,,,,,c1,,
embed,,,,,c1,,
embody,,,,,c1,,
empirical,,,,,c1,,
empower,,,,,c1,,
enact,,,,,c1,,
encompass,,,,,c1,,
endeavour,,,,,c1,,
endorsement,,,,,c1,,
enforcement,,,,,c1,,
engaging,,,,,c1,,
engross,,,,,c1,,
engrossing,,,,,c1,,
enormously,,,,,c1,,
enrol,,,,,c1,,
ensue,,,,,c1,,
enterprising,,,,,c1,,
entity,,,,,c1,,
enviable,,,,,c1,,
envisage,,,,,c1,,
epidemic,,,,,c1,,
escalate,,,,,c1,,
estimation,,,,,c1,,
ethically,,,,,c1,,
evoke,,,,,c1,,
evolutionary,,,,,c1,,
ewe,,,,,c1,,
exert,,,,,c1,,
exhibitionist,,,,,c1,,
exhilarate,,,,,c1,,
exhilarating,,,,,c1,,
exhilaration,,,,,c1,,
exodus,,,,,c1,,
exotically,,,,,c1,,
expedite,,,,,c1,,
expenditure,,,,,c1,,
experimental,,,,,c1,,
expire,,,,,c1,,
explanatory,,,,,c1,,
explicit,,,,,c1,,
explicitly,,,,,c1,,
exploitation,,,,,c1,,
explosively,,,,,c1,,
exterior,,,,,c1,,
extortion,,,,,c1,,
extravagance,,,,,c1,,
extremist,,,,,c1,,
exuberance,,,,,c1,,
exuberant,,,,,c1,,
exuberantly,,,,,c1,,
fabulously,,,,,c1,,
facial,,,,,c1,,
facilitation,,,,,c1,,
faction,,,,,c1,,
fairness,,,,,c1,,
fanatic,,,,,c1,,
fanatically,,,,,c1,,
fanciful,,,,,c1,,
farce,,,,,c1,,
fatality,,,,,c1,,
fatigue,,,,,c1,,
favorably,,,,,c1,,
favourable,,,,,c1,,
felony,,,,,c1,,
feminist,,,,,c1,,
ferocious,,,,,c1,,
ferociously,,,,,c1,,
fibre,,,,,c1,,
fiddle,,,,,c1,,
fiddler,,,,,c1,,
fiddly,,,,,c1,,
fiend,,,,,c1,,
fiendish,,,,,c1,,
fiendishly,,,,,c1,,
fiercely,,,,,c1,,
filmmaker,,,,,c1,,
firewall,,,,,c1,,
fissure,,,,,c1,,
fixture,,,,,c1,,
flashback,,,,,c1,,
flask,,,,,c1,,
flatter,,,,,c1,,
flattery,,,,,c1,,
flawed,,,,,c1,,
flick,,,,,c1,,
flicker,,,,,c1,,
flourish,,,,,c1,,
folktale,,,,,c1,,
footage,,,,,c1,,
forensic,,,,,c1,,
forfeit,,,,,c1,,
forge,,,,,c1,,
formality,,,,,c1,,
formulate,,,,,c1,,
foster,,,,,c1,,
fragile,,,,,c1,,
fragmentation,,,,,c1,,
franchise,,,,,c1,,
frostily,,,,,c1,,
frosty,,,,,c1,,
frustrating,,,,,c1,,
fundraising,,,,,c1,,
fuse,,,,,c1,,
fusion,,,,,c1,,
gadget,,,,,c1,,
gamely,,,,,c1,,
gape,,,,,c1,,
gathering,,,,,c1,,
gem,,,,,c1,,
generic,,,,,c1,,
genocide,,,,,c1,,
genome,,,,,c1,,
geological,,,,,c1,,
geologically,,,,,c1,,
ghostly,,,,,c1,,
gig,,,,,c1,,
glean,,,,,c1,,
glum,,,,,c1,,
glumly,,,,,c1,,
gnaw,,,,,c1,,
goose,,,,,c1,,
gourmet,,,,,c1,,
governance,,,,,c1,,
graft,,,,,c1,,
grapefruit,,,,,c1,,
grave,,,,,c1,,
grave,,,,,c1,,
gravity,,,,,c1,,
grid,,,,,c1,,
grind,,,,,c1,,
grounds,,,,,c1,,
gruelling,,,,,c1,,
gruesome,,,,,c1,,
gruesomely,,,,,c1,,
grumble,,,,,c1,,
gush,,,,,c1,,
gushing,,,,,c1,,
gushingly,,,,,c1,,
gusto,,,,,c1,,
gut,,,,,c1,,
gutsy,,,,,c1,,
gypsy,,,,,c1,,
hack,,,,,c1,,
haggle,,,,,c1,,
halfway,,,,,c1,,
halt,,,,,c1,,
handful,,,,,c1,,
handling,,,,,c1,,
harass,,,,,c1,,
harassment,,,,,c1,,
harsh,,,,,c1,,
headstrong,,,,,c1,,
hedgehog,,,,,c1,,
heifer,,,,,c1,,
heighten,,,,,c1,,
heroine,,,,,c1,,
hibernate,,,,,c1,,
hibernation,,,,,c1,,
hierarchy,,,,,c1,,
high-profile,,,,,c1,,
homeland,,,,,c1,,
homely,,,,,c1,,
honk,,,,,c1,,
hostage,,,,,c1,,
hostess,,,,,c1,,
hostile,,,,,c1,,
hostility,,,,,c1,,
humanitarian,,,,,c1,,
